01,005,DISTRICT,Punch,Rural,1649.92,83045,438205,229774,208431,80241,42380,37861,278,248,30,171011,87542,83469,231541,144716,86825,206664,85058,121606,147189,106062,41127,61481,52941,8540,17372,15115,2257,5596,4721,875,1073,765,308,37440,32340,5100,85708,53121,32587,35624,21766,13858,25202,19404,5798,2697,876,1821,22185,11075,11110,59470,39916,19554,21982,14914,7068,19786,15996,3790,1752,633,1119,15950,8373,7577,26238,13205,13033,13642,6852,6790,5416,3408,2008,945,243,702,6235,2702,3533,291016,123712,167304
01,005,DISTRICT,Punch,Urban,24.08,7216,38630,22125,16505,4433,2353,2080,278,158,120,5090,2732,2358,30183,18617,11566,8447,3508,4939,14204,11615,2589,11766,10206,1560,530,451,79,321,237,84,114,54,60,10801,9464,1337,2438,1409,1029,738,310,428,464,333,131,46,28,18,1190,738,452,1946,1177,769,480,203,277,372,268,104,43,28,15,1051,678,373,492,232,260,258,107,151,92,65,27,3,0,3,139,60,79,24426,10510,13916
01,006,DISTRICT,Rajouri,Total,2630.00,130401,642415,345351,297064,108271,58051,50220,48157,25170,22987,232815,121374,111441,364109,224469,139640,278306,120882,157424,290912,184752,106160,130377,110114,20263,43100,34752,8348,6148,5205,943,1655,1108,547,79474,69049,10425,160535,74638,85897,93427,47002,46425,17868,11153,6715,3001,796,2205,46239,15687,30552,103023,50679,52344,57231,30796,26435,12491,8200,4291,2140,579,1561,31161,11104,20057,57512,23959,33553,36196,16206,19990,5377,2953,2424,861,217,644,15078,4583,10495,351503,160599,190904
01,006,DISTRICT,Rajouri,Rural,2608.11,122645,590101,310748,279353,103424,55404,48020,46141,23907,22234,229692,119658,110034,321210,194113,127097,268891,116635,152256,263387,160534,102853,105519,87376,18143,42658,34351,8307,5941,5026,915,1511,991,520,55409,47008,8401,157868,73158,84710,93285,46919,46366,17701,11022,6679,2851,763,2088,44031,14454,29577,100777,49451,51326,57104,30724,26380,12372,8107,4265,2045,552,1493,29256,10068,19188,57091,23707,33384,36181,16195,19986,5329,2915,2414,806,211,595,14775,4386,10389,326714,150214,176500
01,006,DISTRICT,Rajouri,Urban,21.89,7756,52314,34603,17711,4847,2647,2200,2016,1263,753,3123,1716,1407,42899,30356,12543,9415,4247,5168,27525,24218,3307,24858,22738,2120,442,401,41,207,179,28,144,117,27,24065,22041,2024,2667,1480,1187,142,83,59,167,131,36,150,33,117,2208,1233,975,2246,1228,1018,127,72,55,119,93,26,95,27,68,1905,1036,869,421,252,169,15,11,4,48,38,10,55,6,49,303,197,106,24789,10385,14404
01,007,DISTRICT,Kathua,Total,2502.00,119583,616435,326109,290326,83936,45833,38103,141224,74644,66580,53307,27693,25614,389204,228499,160705,227231,97610,129621,200431,161548,38883,142847,123404,19443,46391,39107,7284,10152,8985,1167,2226,1676,550,84078,73636,10442,57584,38144,19440,23142,12494,10648,11414,8613,2801,1726,837,889,21302,16200,5102,44034,29942,14092,17047,9662,7385,8728,6814,1914,1401,676,725,16858,12790,4068,13550,8202,5348,6095,2832,3263,2686,1799,887,325,161,164,4444,3410,1034,416004,164561,251443
01,007,DISTRICT,Kathua,Rural,2458.84,101651,526722,278126,248596,74401,40571,33830,119693,63321,56372,52019,27022,24997,320364,189875,130489,206358,88251,118107,172653,137852,34801,118108,102170,15938,45206,38247,6959,9363,8223,1140,2080,1545,535,61459,54155,7304,54545,35682,18863,22984,12406,10578,11190,8403,2787,1635,764,871,18736,14109,4627,41383,27812,13571,16914,9591,7323,8552,6652,1900,1319,610,709,14598,10959,3639,13162,7870,5292,6070,2815,3255,2638,1751,887,316,154,162,4138,3150,988,354069,140274,213795
01,007,DISTRICT,Kathua,Urban,43.16,17932,89713,47983,41730,9535,5262,4273,21531,11323,10208,1288,671,617,68840,38624,30216,20873,9359,11514,27778,23696,4082,24739,21234,3505,1185,860,325,789,762,27,146,131,15,22619,19481,3138,3039,2462,577,158,88,70,224,210,14,91,73,18,2566,2091,475,2651,2130,521,133,71,62,176,162,14,82,66,16,2260,1831,429,388,332,56,25,17,8,48,48,0,9,7,2,306,260,46,61935,24287,37648
01,008,DISTRICT,Baramula,Total,4243.00,152635,1008039,534733,473306,164581,88321,76260,1476,1451,25,37705,20237,17468,545149,337170,207979,462890,197563,265327,304200,249581,54619,187959,169496,18463,31114,28357,2757,19159,18143,1016,7650,5545,2105,130036,117451,12585,116241,80085,36156,26381,14785,11596,43087,35173,7914,7434,3550,3884,39339,26577,12762,87513,62378,25135,17802,10823,6979,31594,26821,4773,5733,2763,2970,32384,21971,10413,28728,17707,11021,8579,3962,4617,11493,8352,3141,1701,787,914,6955,4606,2349,703839,285152,418687
01,008,DISTRICT,Baramula,Rural,4179.44,125346,825539,432399,393140,142524,76404,66120,323,304,19,36169,19147,17022,423193,260880,162313,402346,171519,230827,238033,191793,46240,132902,119420,13482,29669,27015,2654,17784,16850,934,7117,5113,2004,78332,70442,7890,105131,72373,32758,25544,14206,11338,41000,33244,7756,7167,3393,3774,31420,21530,9890,77646,55675,21971,17015,10273,6742,29916,25274,4642,5519,2636,2883,25196,17492,7704,27485,16698,10787,8529,3933,4596,11084,7970,3114,1648,757,891,6224,4038,2186,587506,240606,346900
01,008,DISTRICT,Baramula,Urban,63.56,27289,182500,102334,80166,22057,11917,10140,1153,1147,6,1536,1090,446,121956,76290,45666,60544,26044,34500,66167,57788,8379,55057,50076,4981,1445,1342,103,1375,1293,82,533,432,101,51704,47009,4695,11110,7712,3398,837,579,258,2087,1929,158,267,157,110,7919,5047,2872,9867,6703,3164,787,550,237,1678,1547,131,214,127,87,7188,4479,2709,1243,1009,234,50,29,21,409,382,27,53,30,23,731,568,163,116333,44546,71787
01,009,DISTRICT,Bandipore,Total,345.00,58392,392232,207680,184552,61754,32641,29113,392,375,17,75374,39398,35976,185979,117058,68921,206253,90622,115631,149317,101380,47937,75173,64904,10269,10778,9878,900,9423,7881,1542,9526,6916,2610,45446,40229,5217,74144,36476,37668,17454,6877,10577,23459,13764,9695,10958,4384,6574,22273,11451,10822,51874,27971,23903,10581,4769,5812,16113,10191,5922,8486,3720,4766,16694,9291,7403,22270,8505,13765,6873,2108,4765,7346,3573,3773,2472,664,1808,5579,2160,3419,242915,106300,136615
01,009,DISTRICT,Bandipore,Rural,295.37,48794,326871,172263,154608,54137,28596,25541,105,105,0,74515,38899,35616,148187,93233,54954,178684,79030,99654,124497,83376,41121,59794,51308,8486,10305,9425,880,8584,7106,1478,7816,5681,2135,33089,29096,3993,64703,32068,32635,14310,5493,8817,20891,12306,8585,9616,3978,5638,19886,10291,9595,45739,24811,20928,8898,3913,4985,14545,9170,5375,7468,3417,4051,14828,8311,6517,18964,7257,11707,5412,1580,3832,6346,3136,3210,2148,561,1587,5058,1980,3078,202374,88887,113487
01,009,DISTRICT,Bandipore,Urban,49.63,9598,65361,35417,29944,7617,4045,3572,287,270,17,859,499,360,37792,23825,13967,27569,11592,15977,24820,18004,6816,15379,13596,1783,473,453,20,839,775,64,1710,1235,475,12357,11133,1224,9441,4408,5033,3144,1384,1760,2568,1458,1110,1342,406,936,2387,1160,1227,6135,3160,2975,1683,856,827,1568,1021,547,1018,303,715,1866,980,886,3306,1248,2058,1461,528,933,1000,437,563,324,103,221,521,180,341,40541,17413,23128
01,010,DISTRICT,Srinagar,Total,1979.00,191678,1236829,651124,585705,158300,84897,73403,1068,995,73,8935,5021,3914,748584,431746,316838,488245,219378,268867,407188,333151,74037,330547,289800,40747,6602,5616,986,6513,6013,500,12577,9994,2583,304855,268177,36678,76641,43351,33290,5626,2803,2823,3895,2854,1041,7518,2092,5426,59602,35602,24000,67189,38465,28724,4789,2498,2291,3056,2289,767,5448,1787,3661,53896,31891,22005,9452,4886,4566,837,305,532,839,565,274,2070,305,1765,5706,3711,1995,829641,317973,511668
01,010,DISTRICT,Srinagar,Rural,1684.47,2844,17313,8916,8397,2497,1298,1199,0,0,0,3104,1637,1467,7928,4812,3116,9385,4104,5281,5536,4290,1246,2923,2737,186,308,281,27,270,259,11,111,99,12,2234,2098,136,2613,1553,1060,937,573,364,344,212,132,338,99,239,994,669,325,1930,1234,696,804,514,290,245,147,98,140,69,71,741,504,237,683,319,364,133,59,74,99,65,34,198,30,168,253,165,88,11777,4626,7151
01,010,DISTRICT,Srinagar,Urban,294.53,188834,1219516,642208,577308,155803,83599,72204,1068,995,73,5831,3384,2447,740656,426934,313722,478860,215274,263586,401652,328861,72791,327624,287063,40561,6294,5335,959,6243,5754,489,12466,9895,2571,302621,266079,36542,74028,41798,32230,4689,2230,2459,3551,2642,909,7180,1993,5187,58608,34933,23675,65259,37231,28028,3985,1984,2001,2811,2142,669,5308,1718,3590,53155,31387,21768,8769,4567,4202,704,246,458,740,500,240,1872,275,1597,5453,3546,1907,817864,313347,504517
01,011,DISTRICT,Ganderbal,Total,259.00,45361,297446,158720,138726,50594,27159,23435,117,105,12,61070,32554,28516,143276,90581,52695,154170,68139,86031,100890,73305,27585,52949,46779,6170,5227,4210,1017,5539,4761,778,1931,1492,439,40252,36316,3936,47941,26526,21415,10110,3386,6724,13773,8519,5254,5699,2105,3594,18359,12516,5843,32941,19658,13283,6497,2510,3987,8829,6092,2737,3943,1718,2225,13672,9338,4334,15000,6868,8132,3613,876,2737,4944,2427,2517,1756,387,1369,4687,3178,1509,196556,85415,111141
01,011,DISTRICT,Ganderbal,Rural,233.60,38395,250407,133715,116692,42354,22575,19779,85,73,12,60275,32104,28171,117480,74884,42596,132927,58831,74096,84498,62114,22384,43132,38380,4752,4991,4045,946,5010,4282,728,1590,1268,322,31541,28785,2756,41366,23734,17632,8353,2859,5494,11966,7591,4375,5088,1926,3162,15959,11358,4601,28447,17400,11047,5381,2100,3281,7596,5366,2230,3523,1577,1946,11947,8357,3590,12919,6334,6585,2972,759,2213,4370,2225,2145,1565,349,1216,4012,3001,1011,165909,71601,94308
01,011,DISTRICT,Ganderbal,Urban,25.40,6966,47039,25005,22034,8240,4584,3656,32,32,0,795,450,345,25796,15697,10099,21243,9308,11935,16392,11191,5201,9817,8399,1418,236,165,71,529,479,50,341,224,117,8711,7531,1180,6575,2792,3783,1757,527,1230,1807,928,879,611,179,432,2400,1158,1242,4494,2258,2236,1116,410,706,1233,726,507,420,141,279,1725,981,744,2081,534,1547,641,117,524,574,202,372,191,38,153,675,177,498,30647,13814,16833
01,012,DISTRICT,Pulwama,Total,1086.00,86241,560440,293064,267376,97374,53234,44140,402,397,5,22607,11837,10770,293958,178326,115632,266482,114738,151744,188420,138428,49992,98306,89170,9136,18816,17200,1616,6992,6598,394,3711,2865,846,68787,62507,6280,90114,49258,40856,30930,13437,17493,27088,19536,7552,6904,1570,5334,25192,14715,10477,57470,34779,22691,17782,8814,8968,16682,13018,3664,4263,1183,3080,18743,11764,6979,32644,14479,18165,13148,4623,8525,10406,6518,3888,2641,387,2254,6449,2951,3498,372020,154636,217384
01,012,DISTRICT,Pulwama,Rural,1047.45,75587,479978,248096,231882,83598,45828,37770,52,48,4,22189,11528,10661,245179,147229,97950,234799,100867,133932,157572,113939,43633,77399,69977,7422,18263,16724,1539,6532,6165,367,3329,2579,750,49275,44509,4766,80173,43962,36211,29563,12918,16645,25720,18545,7175,5439,1369,4070,19451,11130,8321,50161,30559,19602,16881,8446,8435,15891,12398,3493,3509,1089,2420,13880,8626,5254,30012,13403,16609,12682,4472,8210,9829,6147,3682,1930,280,1650,5571,2504,3067,322406,134157,188249
01,012,DISTRICT,Pulwama,Urban,38.55,10654,80462,44968,35494,13776,7406,6370,350,349,1,418,309,109,48779,31097,17682,31683,13871,17812,30848,24489,6359,20907,19193,1714,553,476,77,460,433,27,382,286,96,19512,17998,1514,9941,5296,4645,1367,519,848,1368,991,377,1465,201,1264,5741,3585,2156,7309,4220,3089,901,368,533,791,620,171,754,94,660,4863,3138,1725,2632,1076,1556,466,151,315,577,371,206,711,107,604,878,447,431,49614,20479,29135
01,013,DISTRICT,Shupiyan,Total,312.00,44411,266215,136480,129735,41547,22121,19426,43,43,0,21820,11311,10509,136500,80355,56145,129715,56125,73590,87721,63931,23790,54703,48945,5758,29183,26399,2784,3761,3575,186,1519,1100,419,20240,17871,2369,33018,14986,18032,18241,6774,11467,7074,4882,2192,1876,472,1404,5827,2858,2969,24149,11771,12378,13026,5157,7869,5128,3784,1344,1263,360,903,4732,2470,2262,8869,3215,5654,5215,1617,3598,1946,1098,848,613,112,501,1095,388,707,178494,72549,105945
01,013,DISTRICT,Shupiyan,Rural,306.56,41858,249855,127161,122694,39484,20975,18509,5,5,0,21798,11296,10502,125256,73266,51990,124599,53895,70704,80924,58276,22648,49037,43777,5260,29065,26289,2776,3658,3479,179,1456,1074,382,14858,12935,1923,31887,14499,17388,18079,6682,11397,6999,4812,2187,1631,460,1171,5178,2545,2633,23062,11295,11767,12894,5069,7825,5054,3714,1340,1024,350,674,4090,2162,1928,8825,3204,5621,5185,1613,3572,1945,1098,847,607,110,497,1088,383,705,168931,68885,100046
01,013,DISTRICT,Shupiyan,Urban,5.44,2553,16360,9319,7041,2063,1146,917,38,38,0,22,15,7,11244,7089,4155,5116,2230,2886,6797,5655,1142,5666,5168,498,118,110,8,103,96,7,63,26,37,5382,4936,446,1131,487,644,162,92,70,75,70,5,245,12,233,649,313,336,1087,476,611,132,88,44,74,70,4,239,10,229,642,308,334,44,11,33,30,4,26,1,0,1,6,2,4,7,5,2,9563,3664,5899
01,014,DISTRICT,Anantnag,Total,3574.00,153640,1078692,559767,518925,208538,113278,95260,1826,1811,15,116006,60990,55016,545532,324417,221115,533160,235350,297810,389684,244032,145652,176800,158226,18574,36670,32499,4171,19664,18073,1591,5352,3974,1378,115114,103680,11434,212884,85806,127078,104287,28184,76103,56700,34372,22328,10970,2923,8047,40927,20327,20600,131908,61700,70208,58576,18117,40459,37097,25062,12035,6580,2087,4493,29655,16434,13221,80976,24106,56870,45711,10067,35644,19603,9310,10293,4390,836,3554,11272,3893,7379,689008,315735,373273
01,014,DISTRICT,Anantnag,Rural,3475.76,117648,795805,411012,384793,161396,87685,73711,1383,1371,12,113575,59636,53939,375859,225013,150846,419946,185999,233947,295948,175987,119961,119147,106923,12224,34234,30273,3961,17556,16180,1376,3836,2936,900,63521,57534,5987,176801,69064,107737,90288,24191,66097,50037,29625,20412,8942,2142,6800,27534,13106,14428,109988,49701,60287,51827,15765,36062,33207,21906,11301,5247,1552,3695,19707,10478,9229,66813,19363,47450,38461,8426,30035,16830,7719,9111,3695,590,3105,7827,2628,5199,499857,235025,264832
01,014,DISTRICT,Anantnag,Urban,98.24,35992,282887,148755,134132,47142,25593,21549,443,440,3,2431,1354,1077,169673,99404,70269,113214,49351,63863,93736,68045,25691,57653,51303,6350,2436,2226,210,2108,1893,215,1516,1038,478,51593,46146,5447,36083,16742,19341,13999,3993,10006,6663,4747,1916,2028,781,1247,13393,7221,6172,21920,11999,9921,6749,2352,4397,3890,3156,734,1333,535,798,9948,5956,3992,14163,4743,9420,7250,1641,5609,2773,1591,1182,695,246,449,3445,1265,2180,189151,80710,108441
01,015,DISTRICT,Kulgam,Total,410.00,73728,424483,217620,206863,71501,37929,33572,21,11,10,26525,13888,12637,209085,125052,84033,215398,92568,122830,159990,102317,57673,77812,70202,7610,26771,24013,2758,8830,8413,417,2616,2140,476,39595,35636,3959,82178,32115,50063,42402,11480,30922,21098,12769,8329,3577,929,2648,15101,6937,8164,52450,22537,29913,24480,7401,17079,14651,9191,5460,2515,703,1812,10804,5242,5562,29728,9578,20150,17922,4079,13843,6447,3578,2869,1062,226,836,4297,1695,2602,264493,115303,149190
01,015,DISTRICT,Kulgam,Rural,360.20,59922,343870,175574,168296,59762,31708,28054,18,8,10,25802,13520,12282,163112,97243,65869,180758,78331,102427,126937,81406,45531,61043,54760,6283,22942,20534,2408,7954,7573,381,2312,1880,432,27835,24773,3062,65894,26646,39248,34457,9641,24816,16811,10830,5981,2739,731,2008,11887,5444,6443,40944,18562,22382,19059,6028,13031,11562,7844,3718,1875,554,1321,8448,4136,4312,24950,8084,16866,15398,3613,11785,5249,2986,2263,864,177,687,3439,1308,2131,216933,94168,122765
01,015,DISTRICT,Kulgam,Urban,49.80,13806,80613,42046,38567,11739,6221,5518,3,3,0,723,368,355,45973,27809,18164,34640,14237,20403,33053,20911,12142,16769,15442,1327,3829,3479,350,876,840,36,304,260,44,11760,10863,897,16284,5469,10815,7945,1839,6106,4287,1939,2348,838,198,640,3214,1493,1721,11506,3975,7531,5421,1373,4048,3089,1347,1742,640,149,491,2356,1106,1250,4778,1494,3284,2524,466,2058,1198,592,606,198,49,149,858,387,471,47560,21135,26425
01,016,DISTRICT,Doda,Total,8912.00,79636,409936,213641,196295,71240,36862,34378,53408,27209,26199,39216,20377,18839,219083,138620,80463,190853,75021,115832,151912,101144,50768,79377,68349,11028,24049,20380,3669,3938,3516,422,579,472,107,50811,43981,6830,72535,32795,39740,45898,14676,31222,8261,4698,3563,1353,399,954,17023,13022,4001,51264,25793,25471,30312,11096,19216,6366,3513,2853,667,321,346,13919,10863,3056,21271,7002,14269,15586,3580,12006,1895,1185,710,686,78,608,3104,2159,945,258024,112497,145527
01,016,DISTRICT,Doda,Rural,8892.25,72917,377247,195430,181817,67207,34659,32548,52339,26659,25680,38601,20016,18585,194550,123819,70731,182697,71611,111086,141565,92477,49088,69690,60106,9584,24028,20362,3666,3905,3485,420,565,460,105,41192,35799,5393,71875,32371,39504,45686,14621,31065,8184,4626,3558,1341,390,951,16664,12734,3930,50801,25505,25296,30182,11076,19106,6338,3488,2850,658,315,343,13623,10626,2997,21074,6866,14208,15504,3545,11959,1846,1138,708,683,75,608,3041,2108,933,235682,102953,132729
01,016,DISTRICT,Doda,Urban,19.75,6719,32689,18211,14478,4033,2203,1830,1069,550,519,615,361,254,24533,14801,9732,8156,3410,4746,10347,8667,1680,9687,8243,1444,21,18,3,33,31,2,14,12,2,9619,8182,1437,660,424,236,212,55,157,77,72,5,12,9,3,359,288,71,463,288,175,130,20,110,28,25,3,9,6,3,296,237,59,197,136,61,82,35,47,49,47,2,3,3,0,63,51,12,22342,9544,12798
01,017,DISTRICT,Ramban,Total,1329.00,55490,283713,149132,134581,55092,28625,26467,13920,7168,6752,39772,20940,18832,124065,82938,41127,159648,66194,93454,87212,68476,18736,52051,46507,5544,21743,19713,2030,3410,3238,172,985,401,584,25913,23155,2758,35161,21969,13192,19651,12471,7180,5400,3830,1570,1553,295,1258,8557,5373,3184,26874,17622,9252,14322,9736,4586,4016,3025,991,1358,256,1102,7178,4605,2573,8287,4347,3940,5329,2735,2594,1384,805,579,195,39,156,1379,768,611,196501,80656,115845
01,017,DISTRICT,Ramban,Rural,1313.92,53328,271902,142317,129585,53815,27926,25889,13402,6892,6510,39583,20839,18744,115194,77352,37842,156708,64965,91743,82857,64505,18352,47985,42776,5209,21700,19673,2027,3363,3192,171,978,395,583,21944,19516,2428,34872,21729,13143,19623,12453,7170,5321,3755,1566,1548,293,1255,8380,5228,3152,26606,17397,9209,14295,9719,4576,3941,2953,988,1355,255,1100,7015,4470,2545,8266,4332,3934,5328,2734,2594,1380,802,578,193,38,155,1365,758,607,189045,77812,111233
